attend,"Indicates that the actor has attended the object. For instance, a person attending a meeting.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""attend"",
  ""object"": {
    ""objectType"": ""event"",
    ""displayName"": ""Sally's Meeting""
  }
}
    "
author,"Indicates that the actor has authored the object. Note that this is a more specific form of the verb ""create"".","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally""},
  ""verb"": ""author"",
  ""object"": {
    ""objectType"": ""file"",
    ""displayName"": ""4Q2012 Sales Forecast.xls""
  }
}
    "
authorize,"Indicates that the actor has authorized the object. If a target is specified, it means that the authorization is specifically in regards to the target. For instance, a service can authorize a person to access a given application; in which case the actor is the service, the object is the person, and the target is the application. In contrast, a person can authorize a request; in which case the actor is the person and the object is the request and there might be no explicit target.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""authorize"",
  ""object"": {
    ""objectType"": ""task"",
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Sally""
    },
    ""verb"": ""access"",
    ""object"": {
      ""objectType"": ""place"",
      ""displayName"": ""Joe's Home""
    }
  }
}
    "
borrow,"Indicates that the actor has borrowed the object. If a target is specified, it identifies the entity from which the object was borrowed. For instance, if a person borrows a book from a library, the person is the actor, the book is the object and the library is the target.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally""},
  ""verb"": ""borrow"",
  ""object"": {
    ""objectType"": ""book"",
    ""displayName"": ""Cloud Atlas""
  },
  ""target"": {
    ""objectType"": ""person"",
    ""displayName"": ""Joe""
  },
  ""title"": ""Sally borrowed the book 'Cloud Atlas' from Joe""
}
    "
build,"Indicates that the actor has built the object. For example, if a person builds a model or compiles code.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""build"",
  ""object"": {
    ""objectType"": ""application"",
    ""displayName"": ""MyApp Builder 12345""
  }
}
    "
cancel,"Indicates that the actor has canceled the object. For instance, canceling a calendar event.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally""},
  ""verb"": ""cancel"",
  ""object"": {
    ""objectType"": ""offer"",
    ""displayName"": ""Free Money!""
  },
  ""title"": ""Sally cancelled the offer for free money.""
}
    "
close,"Indicates that the actor has closed the object. For instance, the object could represent a ticket being tracked in an issue management system.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""close"",
  ""object"": {
    ""objectType"": ""issue"",
    ""displayName"": ""Issue #123""
  },
  ""title"": ""Joe closed issue #123""
}
    "
complete,Indicates that the actor has completed the object.,"{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally""},
  ""verb"": ""complete"",
  ""object"": {
    ""objectType"": ""process"",
    ""displayName"": ""Some long process""
  }
}
    "
confirm,"Indicates that the actor has confirmed or agrees with the object. For instance, a software developer might confirm an issue reported against a product.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""confirm"",
  ""object"": {
    ""objectType"": ""issue"",
    ""displayName"": ""Issue #123""
  },
  ""title"": ""Joe confirmed issue #123""
}
    "
consume,"Indicates that the actor has consumed the object. The specific meaning is dependent largely on the object's type. For instance, an actor may ""consume"" an audio object, indicating that the actor has listened to it; or an actor may ""consume"" a book, indicating that the book has been read. As such, the ""consume"" verb is a more generic form of other more specific verbs such as ""read"" and ""play"".","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally""},
  ""verb"": ""consume"",
  ""object"": {
    ""objectType"": ""product"",
    ""displayName"": ""Some amazing product""
  }
}
    "
checkin,"Indicates that the actor has checked-in to the object. For instance, a person checking-in to a Place.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""checkin"",
  ""object"": {
    ""objectType"": ""place"",
    ""displayName"": ""Acme, Co""
  },
  ""title"": ""Joe checked in at Acme, Co""
}
    "
create,Indicates that the actor has created the object.,"{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally""},
  ""verb"": ""create"",
  ""object"": {
    ""objectType"": ""product"",
    ""displayName"": ""Some amazing product""
  }
}
    "
delete,"Indicates that the actor has deleted the object. This implies, but does not require, the permanent destruction of the object.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""delete"",
  ""object"": {
    ""objectType"": ""file"",
    ""displayName"": ""4Q2012 Sales Forecast.xls""
  },
  ""title"": ""Joe is probably going to get fired.""
}
    "
deliver,"Indicates that the actor has delivered the object. For example, delivering a package.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally""},
  ""verb"": ""deliver"",
  ""object"": {
    ""objectType"": ""note"",
    ""displayName"": ""Bad News"",
    ""content"": ""Joe deleted the sales forecast""
  },
  ""target"": {
    ""objectType"": ""person"",
    ""displayName"": ""Joe's Boss""
  }
}
    "
deny,"Indicates that the actor has denied the object. For example, a manager may deny a travel request.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""deny"",
  ""object"": {
    ""objectType"": ""task"",
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Joe""
    },
    ""verb"": ""delete"",
    ""object"": {
      ""objectType"": ""file"",
      ""displayName"": ""4Q2012 Sales Forecast.xls""
    }
  }
}
    "
disagree,Indicates that the actor disagrees with the object.,"{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally""},
  ""verb"": ""disagree"",
  ""object"": {
    ""actor"": {
      ""objectType"": ""person"", 
      ""displayName"": ""Joe""},
    ""verb"": ""deny"",
    ""object"": {
      ""objectType"": ""task"",
      ""actor"": {
        ""objectType"": ""person"",
        ""displayName"": ""Joe""
      },
      ""verb"": ""delete"",
      ""object"": {
        ""objectType"": ""file"",
        ""displayName"": ""4Q2012 Sales Forecast.xls""
      }
    }
  }
}
    "
dislike,"Indicates that the actor dislikes the object. Note that the ""dislike"" verb is distinct from the ""unlike"" verb which assumes that the object had been previously ""liked"".","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""dislike"",
  ""object"": {
    ""objectType"": ""person"",
    ""displayName"": ""Sally""
  }
}
    "
experience,"Indicates that the actor has experienced the object in some manner. Note that, depending on the specific object types used for both the actor and object, the meaning of this verb can overlap that of the ""consume"" and ""play"" verbs. For instance, a person might ""experience"" a movie; or ""play"" the movie; or ""consume"" the movie. The ""experience"" verb can be considered a more generic form of other more specific verbs as ""consume"", ""play"", ""watch"", ""listen"", and ""read""","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally""},
  ""verb"": ""experience"",
  ""object"": {
    ""objectType"": ""event"",
    ""displayName"": ""Disciplinary Action for Joe""
  }
}
    "
favorite,Indicates that the actor marked the object as an item of special interest.,"{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe's Boss""},
  ""verb"": ""favorite"",
  ""object"": {
    ""objectType"": ""person"",
    ""displayName"": ""Sally""
  }
}
    "
find,Indicates that the actor has found the object.,"{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""find"",
  ""object"": {
    ""objectType"": ""application"",
    ""displayName"": ""Unapproved Software Application""
  },
  ""location"": {
    ""objectType"": ""place"",
    ""displayName"": ""Sally's Computer""
  }
}
    "
flag-as-inappropriate,"Indicates that the actor has flagged the object as being inappropriate for some reason. When using this verb, thecontextproperty can be used to provide additional detail about why the object has been flagged.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Sally's Boss""},
  ""verb"": ""flag-as-inappropriate"",
  ""object"": {
    ""objectType"": ""application"",
    ""displayName"": ""Unapproved Software Application"",
    ""location"": {
      ""displayName"": ""Sally's Computer""
    }
  },
  ""context"": {
    ""objectType"": ""issue"",
    ""displayName"": ""Issue #125"",
    ""types"": [""http://example.org/violation-of-corporate-policy""]
  }
}
    "
follow,"Indicates that the actor began following the activity of the object. In most cases, the objectType will be a ""person"", but it can potentially be of any type that can sensibly generate activity. Processors MAY ignore (silently drop) successive identical ""follow"" activities.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe""},
  ""verb"": ""follow"",
  ""object"": {
    ""objectType"": ""issue"",
    ""displayName"": ""Issue #125""
  }
}
    "
give,Indicates that the actor is giving an object to the target. Examples include one person giving a badgeobject to another person. Theobjectidentifies the object being given. Thetargetidentifies the receiver.,"{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Joe's Boss""},
  ""verb"": ""give"",
  ""object"": {
    ""objectType"": ""note"",
    ""displayName"": ""Notice of Employment Termination""
  },
  ""target"": {
    ""objectType"": ""collection"",
    ""items"": [
      {
        ""objectType"": ""person"",
        ""displayName"": ""Joe""
      },
      {
        ""objectType"": ""person"",
        ""displayName"": ""Sally""
      }
    ]
  }
}
    "
host,"Indicates that the actor is hosting the object. As in hosting an event, or hosting a service.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Bob""},
  ""verb"": ""host"",
  ""object"": {
    ""objectType"": ""event"",
    ""displayName"": ""Job Interview""
  }
}
    "
ignore,"Indicates that the actor has ignored the object. For instance, this verb may be used when an actor has ignored a friend request, in which case the object may be therequest-friendactivity.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Laura""},
  ""verb"": ""ignore"",
  ""object"": {
    ""objectType"": ""note"",
    ""displayName"": ""Joe's request for his job back.""
  }
}
    "
insert,Indicates that the actor has inserted the object into the target.,"{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Bob""},
  ""verb"": ""insert"",
  ""object"": {
    ""objectType"": ""note"",
    ""displayName"": ""Notes about Employee Disciplinary Actions""
  },
  ""target"": {
    ""objectType"": ""file"",
    ""displayName"": ""2013 Corporate Policy Updates.doc""
  }
}
    "
install,"Indicates that the actor has installed the object, as in installing an application.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Laura""},
  ""verb"": ""install"",
  ""object"": {
    ""objectType"": ""application"",
    ""displayName"": ""Approved Software Scanning Tool"",
    ""location"": {
      ""displayName"": ""All computers in Building A""
    }
  }
}
    "
interact,"Indicates that the actor has interacted with the object. For instance, when one person interacts with another.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Bob""},
  ""verb"": ""interact"",
  ""object"": {
    ""objectType"": ""person"",
    ""displayName"": ""Laura""
  },
  ""title"": ""Bob called Laura.""
}
    "
invite,"Indicates that the actor has invited the object, typically a person object, to join or participate in the object described by the target. The target could, for instance, be an event, group or a service.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Laura""},
  ""verb"": ""invite"",
  ""object"": {
    ""objectType"": ""person"",
    ""displayName"": ""Mark""
  },
  ""target"": {
    ""objectType"": ""event"",
    ""displayName"": ""Job Interview""
  }
}
    "
join,"Indicates that the actor has become a member of the object. This specification only defines the meaning of this verb when theobject of the Activity has anobjectTypeof group, though implementors need to be prepared to handle other types of objects.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Mark""},
  ""verb"": ""join"",
  ""object"": {
    ""objectType"": ""organization"",
    ""displayName"": ""Acme, Co""
  }
}
    "
leave,"Indicates that the actor has left the object. For instance, a Person leaving a Group or checking-out of a Place.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Mark""},
  ""verb"": ""leave"",
  ""object"": {
    ""objectType"": ""organization"",
    ""displayName"": ""Other, Co""
  }
}
    "
like,"Indicates that the actor marked the object as an item of special interest. The ""like"" verb is considered to be an alias of ""favorite"". The two verb are semantically identical.","{
  ""actor"": {
    ""objectType"": ""person"", 
    ""displayName"": ""Laura""},
  ""verb"": ""like"",
  ""object"": {
    ""actor"": {
      ""objectType"": ""person"", 
      ""displayName"": ""Mark""},
    ""verb"": ""join"",
    ""object"": {
      ""objectType"": ""organization"",
      ""displayName"": ""Acme, Co""
    }
  }
}
    "
listen,"Indicates that the actor has listened to the object. This is typically only applicable for objects representing audio content, such as music, an audio-book, or a radio broadcast. The ""listen"" verb is a more specific form of the ""consume"", ""experience"" and ""play"" verbs.","  {
    ""actor"": {
      ""objectType"": ""person"", 
      ""displayName"": ""Mark""},
    ""verb"": ""listen"",
    ""object"": {
      ""objectType"": ""audio"",
      ""displayName"": ""Welcome to the Company (Podcast).mp3""
    }
  }
      "
lose,"Indicates that the actor has lost the object. For instance, if a person loses a game.","  {
    ""actor"": {
      ""objectType"": ""organization"",
      ""displayName"": ""New York Yankees""
    },
    ""verb"": ""lose"",
    ""object"": {
      ""objectType"": ""game"",
      ""displayName"": ""World Series""
    }
  }
      "
make-friend,"Indicates the creation of a friendship that is reciprocated by the object. Since this verb implies an activity on the part of its object, processors MUST NOT accept activities with this verb unless they are able to verify through some external means that there is in fact a reciprocated connection. For example, a processor may have received a guarantee from a particular publisher that the publisher will only use this Verb in cases where a reciprocal relationship exists.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""make-friend"",
    ""object"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    }
  }
      "
open,"Indicates that the actor has opened the object. For instance, the object could represent a ticket being tracked in an issue management system.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""open"",
    ""object"": {
      ""objectType"": ""issue"",
      ""displayName"": ""Issue #126""
    }
  }
      "
play,"Indicates that the actor spent some time enjoying the object. For example, if the object is a video this indicates that the subject watched all or part of the video. The ""play"" verb is a more specific form of the ""consume"" verb.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""play"",
    ""object"": {
      ""objectType"": ""audio"",
      ""displayName"": ""Call Me Maybe""
    }
  }
      "
present,"Indicates that the actor has presented the object. For instance, when a person gives a presentation at a conference.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""present"",
    ""object"": {
      ""objectType"": ""file"",
      ""displayName"": ""1Q2013 Sales Forecast.ppt""
    }
  }
      "
purchase,"Indicates that the actor has purchased the object. If a target is specified, in indicates the entity from which the object was purchased.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""purchase"",
    ""object"": {
      ""objectType"": ""video"",
      ""displayName"": ""The Avengers""
    },
    ""title"": ""Mark purchased the movie, The Avengers""
  }
      "
qualify,"Indicates that the actor has qualified for the object. If a target is specified, it indicates the context within which the qualification applies.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""qualify"",
    ""object"": {
      ""objectType"": ""offer"",
      ""displayName"": ""Free Money!""
    }
  }
      "
read,"Indicates that the actor read the object. This is typically only applicable for objects representing printed or written content, such as a book, a message or a comment. The ""read"" verb is a more specific form of the ""consume"", ""experience"" and ""play"" verbs.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""read"",
    ""object"": {
      ""objectType"": ""book"",
      ""displayName"": ""Cloud Atlas""
    }
  }
      "
receive,Indicates that the actor is receiving an object. Examples include a person receiving abadgeobject. Theobjectidentifies the object being received.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""receive"",
    ""object"": {
      ""objectType"": ""badge"",
      ""displayName"": ""Most Checkins in 24 hours""
    },
    ""title"": ""Laura was awarded a badge 
      for \""Most Checkins in 24 hours\""""
  }
      "
reject,Indicates that the actor has rejected the object.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""reject"",
    ""object"": {
      ""objectType"": ""issue"",
      ""displayName"": ""Issue #126""
    }
  }
      "
remove,Indicates that the actor has removed the object from the target.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""remove"",
    ""object"": {
      ""objectType"": ""image"",
      ""displayName"": ""Cat Photo"",
      ""fullImage"": {
        ""url"": ""http://example.org/cats.jpg""
      }
    },
    ""target"": {
      ""objectType"": ""collection"",
      ""displayName"": ""Cat Photo Album"",
      ""objectTypes"": [""image""]
    }
  }
      "
remove-friend,Indicates that the actor has removed the object from the collection of friends.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""remove-friend"",
    ""object"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    }
  }
      "
replace,Indicates that the actor has replaced the target with the object.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""replace"",
    ""object"": {
      ""objectType"": ""file"",
      ""displayName"": ""Updated 1Q2014 Sales Forecast.xls""
    },
    ""target"": {
      ""objectType"": ""file"",
      ""displayName"": ""1Q2014 Sales Forecast.xls""
    }
  }
      "
request,"Indicates that the actor has requested the object. If a target is specified, it indicates the entity from which the object is being requested.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""request"",
    ""object"": {
      ""objectType"": ""task"",
      ""actor"": {
        ""objectType"": ""person"",
        ""displayName"": ""Mark""
      },
      ""verb"": ""join"", 
      ""object"": {
        ""objectType"": ""event"",
        ""displayName"": ""The Big Meeting""
      }
    }
  }
      "
request-friend,Indicates the creation of a friendship that has not yet been reciprocated by the object.,"  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""request-friend"",
    ""object"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    }
  }
      "
resolve,"Indicates that the actor has resolved the object. For instance, the object could represent a ticket being tracked in an issue management system.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""resolve"",
    ""object"": {
      ""objectType"": ""issue"",
      ""displayName"": ""Issue #126""
    }
  }
      "
return,"Indicates that the actor has returned the object. If a target is specified, it indicates the entity to which the object was returned.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""return"",
    ""object"": {
      ""objectType"": ""book"",
      ""displayName"": ""Cloud Atlas""
    },
    ""target"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    }
  }
      "
retract,"Indicates that the actor has retracted the object. For instance, if an actor wishes to retract a previously published activity, the object would be the previously published activity that is being retracted.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""retract"",
    ""object"": {
      ""actor"": {
        ""objectType"": ""person"",
        ""displayName"": ""Mark""
      },
      ""verb"": ""return"",
      ""object"": {
        ""objectType"": ""book"",
        ""displayName"": ""Cloud Atlas""
      },
      ""target"": {
        ""objectType"": ""person"",
        ""displayName"": ""Laura""
      }
    }
  }
      "
rsvp-maybe,"The ""possible RSVP"" verb indicates that the actor has made a possible RSVP for the object. This specification only defines the meaning of this verb when its object is anevent, though implementors need to be prepared to handle other object types. The use of this verb is only appropriate when the RSVP was created by an explicit action by the actor. It is not appropriate to use this verb when a user has been added as an attendee by an event organiser or administrator.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""rsvp-maybe"",
    ""object"": {
      ""objectType"": ""event"",
      ""displayName"": ""The Big Meeting""
    },
    ""title"": ""Laura might attend The Big Meeting""
  }
      "
rsvp-no,"The ""negative RSVP"" verb indicates that the actor has made a negative RSVP for the object. This specification only defines the meaning of this verb when its object is anevent, though implementors need to be prepared to handle other object types. The use of this verb is only appropriate when the RSVP was created by an explicit action by the actor. It is not appropriate to use this verb when a user has been added as an attendee by an event organiser or administrator.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""rsvp-no"",
    ""object"": {
      ""objectType"": ""event"",
      ""displayName"": ""The Big Meeting""
    },
    ""title"": ""Mark will not attend the Big Meeting""
  }
      "
rsvp-yes,"The ""positive RSVP"" verb indicates that the actor has made a positive RSVP for an object. This specification only defines the meaning of this verb when its object is anevent, though implementors need to be prepared to handle other object types. The use of this verb is only appropriate when the RSVP was created by an explicit action by the actor. It is not appropriate to use this verb when a user has been added as an attendee by an event organiser or administrator.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""rsvp-yes"",
    ""object"": {
      ""objectType"": ""event"",
      ""displayName"": ""The Big Meeting""
    },
    ""title"": ""Laura will attend the Big Meeting""
  }
      "
satisfy,"Indicates that the actor has satisfied the object. If a target is specified, it indicate the context within which the object was satisfied. For instance, if a person satisfies the requirements for a particular challenge, the person is the actor; the requirement is the object; and the challenge is the target.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""satisfy"",
    ""object"": {
      ""objectType"": ""http://example.org/condition"",
      ""displayName"": ""Some Condition""
    },
    ""target"": {
      ""objectType"": ""http://example.org/parole"",
      ""displayName"": ""Terms of Parole""
    },
    ""title"": ""Mark has satisfied a condition of his parole.""
  } 
      "
save,"Indicates that the actor has called out the object as being of interest primarily to him- or herself. Though this action MAY be shared publicly, the implication is that the object has been saved primarily for the actor's own benefit rather than to show it to others as would be indicated by the ""share"" verb.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""save"",
    ""object"": {
      ""objectType"": ""note"",
      ""displayName"": ""A note about something important""
    },
    ""target"": {
      ""objectType"": ""collection"",
      ""displayName"": ""Laura's Reading List""
    },
    ""title"": ""Laura saved the note to her reading list""
  }
      "
schedule,"Indicates that the actor has scheduled the object. For instance, scheduling a meeting.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""schedule"",
    ""object"": {
      ""objectType"": ""event"",
      ""displayName"": ""The Big Meeting""
    }
  }
      "
search,"Indicates that the actor is or has searched for the object. If a target is specified, it indicates the context within which the search is or has been conducted.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""search"",
    ""object"": {
      ""objectType"": ""place"",
      ""displayName"": ""Big Hotel"",
      ""address"": {
        ""locality"": ""New York"",
        ""region"": ""NY""
      }
    },
    ""title"": ""Laura searched for a hotel in New York City, NY""
  }
      "
sell,"Indicates that the actor has sold the object. If a target is specified, it indicates the entity to which the object was sold.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""sell"",
    ""object"": {
      ""objectType"": ""product"",
      ""displayName"": ""A cool product""
    },
    ""target"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    }
  }
      "
send,"Indicates that the actor has sent the object. If a target is specified, it indicates the entity to which the object was sent.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Laura""
    },
    ""verb"": ""send"",
    ""object"": {
      ""objectType"": ""note"",
      ""content"": ""Thank you for the cool product.""
    },
    ""target"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    }
  }
      "
share,"Indicates that the actor has called out the object to readers. In most cases, the actor did not create the object being shared, but is instead drawing attention to it.","  {
    ""actor"": {
      ""objectType"": ""person"",
      ""displayName"": ""Mark""
    },
    ""verb"": ""share"",
    ""object"": {
      ""objectType"": ""note"",
      ""displayName"": ""An important note""
    },
    ""title"": ""Mark shared an important note.""
  }
      "
